IP Address,MAC Address,Device Name,Subnet,Device Type,VLAN,Location,Active,Last Seen,Serial Number,Manufacturer,Model,Firmware Version,Managed By,Assignment Type,Timestamp,Criticality,Network Purpose,DNS Records,IP Assignment Date,Change Reference
10.7.103.41,8B:45:0E:84:8E:5A,SIN-DC1-S83,10.7.103.0/24,Switch,495,SIN-DC1-R9-C19,Planned,2025-04-28T21:57:22Z,ARJ55J55JJ,Arista,7050CX3-32S,EOS 4.9.8,Global Network Services,Static,2025-04-28T21:57:22Z,Medium,IoT Connectivity,sin-dc1-s83.corp.local,2023-12-21T13:06:26Z,CHG26027
10.7.216.56,49:36:59:6D:8C:E1,SIN-DC1-S96,10.7.216.0/24,Switch,3603,SIN-DC1-R3-C12,Decommissioned,2024-08-17T11:02:01Z,ARI77I77II,Arista,7020R,EOS 4.7.3,Network Operations Team,DHCP,2024-08-17T11:02:01Z,High,Voice Network,sin-dc1-s96.company.com,2024-01-08T05:54:32Z,CHG89405
10.2.158.164,B9:3E:79:E2:C6:04,NYC-DC1-S71,10.2.158.0/24,Switch,3549,NYC-DC1-R2-C16,Decommissioned,2024-08-16T00:34:22Z,ARI33I33II,Arista,7020R,EOS 4.6.0,Global Network Services,DHCP,2024-08-16T00:34:22Z,High,Management Network,nyc-dc1-s71.global.org,2024-04-07T02:22:27Z,CHG23159
10.5.232.178,0E:1A:5E:E3:45:01,LON-DC1-S54,10.5.232.0/24,Switch,2434,LON-DC1-R7-C11,Decommissioned,2025-03-26T12:36:39Z,ARG55G55GG,Arista,7020R,EOS 4.8.2,Global Network Services,Reserved,2025-03-26T12:36:39Z,Low,DMZ,lon-dc1-s54.corp.local,2023-08-11T20:04:48Z,CHG32738
10.5.212.95,5D:C9:C1:72:0A:0B,LON-DC1-S26,10.5.212.0/24,Switch,365,LON-DC1-R6-C6,Active,2024-06-28T13:29:22Z,ARC44C44CC,Arista,7280R3,EOS 4.9.4,Core Network Team,Reserved,2024-06-28T13:29:22Z,Low,Server Farm,lon-dc1-s26.global.org,2024-02-26T22:35:55Z,CHG69468
10.1.97.243,88:93:FD:C3:42:DC,NYC-DC1-S92,10.1.97.0/24,Switch,965,NYC-DC1-R10-C15,Maintenance,2024-08-11T06:30:55Z,ART33T33TT,Arista,7280R3,EOS 4.0.4,Network Operations Team,Reserved,2024-08-11T06:30:55Z,Medium,User Access,nyc-dc1-s92.global.org,2023-06-04T21:30:35Z,CHG11352
10.5.196.182,D8:83:25:30:1E:1A,LON-DC1-S88,10.5.196.0/24,Switch,1520,LON-DC1-R3-C18,Active,2025-01-17T06:58:58Z,ARH99H99HH,Arista,7500R2,EOS 4.4.6,Enterprise Network Team,Static,2025-01-17T06:58:58Z,Medium,IoT Connectivity,lon-dc1-s88.enterprise.net,2023-07-07T13:38:16Z,CHG76027
10.6.221.37,85:3B:A0:16:41:FF,SYD-DC1-S12,10.6.221.0/24,Switch,224,SYD-DC1-R4-C6,Active,2024-06-28T07:36:49Z,ARK55K55KK,Arista,7500R2,EOS 4.0.3,Global Network Services,DHCP,2024-06-28T07:36:49Z,Medium,Core Infrastructure,syd-dc1-s12.corp.local,2024-01-31T18:25:05Z,CHG71228
10.6.248.118,FC:39:4B:3F:B2:2F,SYD-DC1-S57,10.6.248.0/24,L2 Switch,1706,SYD-DC1-R2-C8,Decommissioned,2024-07-10T17:23:28Z,ARJ88J88JJ,Arista,7280R3,EOS 4.8.9,Core Network Team,DHCP,2024-07-10T17:23:28Z,Low,Core Infrastructure,syd-dc1-s57.company.com,2023-08-21T00:03:38Z,CHG99300
10.6.14.21,EB:F5:E8:89:02:A8,SYD-DC1-S42,10.6.14.0/24,Switch,730,SYD-DC1-R4-C13,Active,2024-08-08T16:40:02Z,ARZ55Z55ZZ,Arista,7050CX3-32S,EOS 4.1.6,Core Network Team,Static,2024-08-08T16:40:02Z,Medium,Management Network,syd-dc1-s42.corp.local,2023-09-30T11:28:37Z,CHG62742
10.4.221.189,9E:43:B7:31:BC:66,SFO-DC1-S39,10.4.221.0/24,Switch,1400,SFO-DC1-R8-C8,Maintenance,2024-11-16T23:03:24Z,ARY55Y55YY,Arista,7020R,EOS 4.1.0,Global Network Services,Reserved,2024-11-16T23:03:24Z,Medium,Core Infrastructure,sfo-dc1-s39.company.com,2023-08-23T11:54:57Z,CHG71370
10.6.153.216,7F:DA:97:18:27:17,SYD-DC1-S20,10.6.153.0/24,Switch,1086,SYD-DC1-R6-C6,Maintenance,2025-03-11T07:55:36Z,ARZ00Z00ZZ,Arista,7050CX3-32S,EOS 4.7.9,Security Infrastructure Team,Static,2025-03-11T07:55:36Z,High,Server Farm,syd-dc1-s20.enterprise.net,2024-04-05T02:24:55Z,CHG98265
10.7.244.118,CF:F9:9B:B8:CA:9A,SIN-DC1-S02,10.7.244.0/24,Switch,991,SIN-DC1-R7-C18,Maintenance,2025-01-08T22:22:53Z,SGE33E33EE,HPE,Aruba 8320,ArubaOS 16.7.2,Core Network Team,DHCP,2025-01-08T22:22:53Z,Medium,Core Infrastructure,sin-dc1-s02.global.org,2023-06-29T03:22:17Z,CHG72126
10.2.248.121,0A:E6:7C:67:96:C8,NYC-DC1-S20,10.2.248.0/24,Switch,1992,NYC-DC1-R9-C19,Decommissioned,2024-10-03T19:39:30Z,SGK66K66KK,HPE,Aruba 8320,ArubaOS 17.0.7,Security Infrastructure Team,Reserved,2024-10-03T19:39:30Z,Medium,DMZ,nyc-dc1-s20.company.com,2023-11-23T18:33:45Z,CHG12492
10.5.253.160,B1:E5:DF:0A:52:93,LON-DC1-S61,10.5.253.0/24,Switch,3618,LON-DC1-R5-C13,Decommissioned,2024-06-21T12:51:14Z,SGP33P33PP,HPE,Aruba 6300F,ArubaOS 17.9.7,Network Operations Team,DHCP,2024-06-21T12:51:14Z,Medium,Management Network,lon-dc1-s61.corp.local,2023-12-30T02:21:30Z,CHG37159
10.1.102.41,FB:33:D4:FC:9B:78,NYC-DC2-S17,10.1.102.0/24,Switch,467,NYC-DC2-R10-C8,Active,2024-10-15T20:02:28Z,SGR55R55RR,HPE,Aruba 6300F,ArubaOS 16.1.5,Enterprise Network Team,Static,2024-10-15T20:02:28Z,Medium,Voice Network,nyc-dc2-s17.global.org,2023-08-10T17:26:38Z,CHG54606
10.1.25.238,E0:EA:38:36:34:15,NYC-DC2-S20,10.1.25.0/24,Switch,3566,NYC-DC2-R2-C5,Planned,2025-02-10T02:14:45Z,SGF33F33FF,HPE,Aruba 8320,ArubaOS 17.8.7,Network Operations Team,Static,2025-02-10T02:14:45Z,Medium,Server Farm,nyc-dc2-s20.company.com,2024-03-27T03:50:49Z,CHG36462
10.1.43.69,BE:D4:B8:7D:4D:D7,NYC-DC1-S37,10.1.43.0/24,Switch,3155,NYC-DC1-R1-C17,Active,2024-06-27T03:18:41Z,SGE66E66EE,HPE,Aruba 6300F,ArubaOS 17.0.7,Core Network Team,DHCP,2024-06-27T03:18:41Z,Medium,Core Infrastructure,nyc-dc1-s37.enterprise.net,2023-10-05T14:01:29Z,CHG31538
10.6.29.251,97:D6:CD:9B:A0:B0,SYD-DC1-S85,10.6.29.0/24,Switch,809,SYD-DC1-R5-C3,Active,2025-02-26T17:37:20Z,SGI22I22II,HPE,Aruba 8320,ArubaOS 17.5.6,Enterprise Network Team,DHCP,2025-02-26T17:37:20Z,Low,DMZ,syd-dc1-s85.global.org,2024-02-08T04:46:37Z,CHG26515
10.5.174.194,51:0B:0E:84:7B:9B,LON-DC1-S12,10.5.174.0/24,Switch,1221,LON-DC1-R10-C1,Decommissioned,2024-10-22T20:53:54Z,SGQ00Q00QQ,HP,Aruba 2930F,ArubaOS 16.0.1,Network Operations Team,Static,2024-10-22T20:53:54Z,Medium,Management Network,lon-dc1-s12.corp.local,2023-09-15T15:44:46Z,CHG49216
10.7.167.133,62:B8:E8:32:4B:D9,SIN-DC1-S32,10.7.167.0/24,Switch,2410,SIN-DC1-R9-C17,Decommissioned,2024-10-05T00:18:14Z,SGC66C66CC,HP,Aruba 2930F,ArubaOS 16.5.8,Network Operations Team,Reserved,2024-10-05T00:18:14Z,Medium,Management Network,sin-dc1-s32.global.org,2024-01-04T18:36:55Z,CHG65498
10.6.248.183,EA:42:3C:6C:E9:F2,SYD-DC1-S19,10.6.248.0/24,Switch,165,SYD-DC1-R9-C5,Active,2024-08-22T01:32:50Z,SGX55X55XX,HP,Aruba 8320,ArubaOS 16.5.9,Network Operations Team,DHCP,2024-08-22T01:32:50Z,Medium,Core Infrastructure,syd-dc1-s19.enterprise.net,2023-08-28T08:57:22Z,CHG48532
10.4.24.240,9C:91:6E:5D:FA:01,SFO-DC1-S76,10.4.24.0/24,Switch,3418,SFO-DC1-R10-C5,Maintenance,2024-11-02T03:48:33Z,SGR00R00RR,HP,Aruba 8320,ArubaOS 17.5.6,Enterprise Network Team,Reserved,2024-11-02T03:48:33Z,Low,Server Farm,sfo-dc1-s76.global.org,2024-02-22T09:43:41Z,CHG68973
10.4.198.60,CA:AD:17:E2:8E:2D,SFO-DC2-S12,10.4.198.0/24,Switch,3104,SFO-DC2-R1-C19,Maintenance,2024-12-11T15:03:04Z,SGW44W44WW,HP,Aruba 6300F,ArubaOS 16.9.8,Global Network Services,Reserved,2024-12-11T15:03:04Z,Low,User Access,sfo-dc2-s12.company.com,2023-06-18T07:29:16Z,CHG96278
10.1.227.22,A4:CD:17:FB:0B:AE,NYC-DC2-S27,10.1.227.0/24,Switch,1169,NYC-DC2-R3-C6,Planned,2024-07-05T21:41:41Z,SGF88F88FF,HPE,Aruba 2930F,ArubaOS 16.1.8,Core Network Team,Static,2024-07-05T21:41:41Z,High,Core Infrastructure,nyc-dc2-s27.enterprise.net,2023-10-07T18:27:32Z,CHG98946
10.7.199.26,A3:48:D3:A5:84:C0,SIN-DC1-S08,10.7.199.0/24,Layer 3 Switch,1304,SIN-DC1-R8-C18,Decommissioned,2024-05-25T03:29:54Z,SGB99B99BB,HPE,Aruba 8320,ArubaOS 17.1.4,Core Network Team,DHCP,2024-05-25T03:29:54Z,High,Core Infrastructure,sin-dc1-s08.company.com,2023-10-07T20:29:05Z,CHG93039
10.5.155.146,D0:E4:2A:68:48:BF,LON-DC1-S32,10.5.155.0/24,Switch,3982,LON-DC1-R3-C1,Active,2025-01-10T05:19:01Z,SGZ66Z66ZZ,HPE,Aruba 6300F,ArubaOS 17.9.4,Global Network Services,DHCP,2025-01-10T05:19:01Z,Medium,IoT Connectivity,lon-dc1-s32.enterprise.net,2024-03-23T14:57:36Z,CHG99128
10.3.35.77,2D:CA:3E:47:8F:DD,SFO-DC2-S06,10.3.35.0/24,Switch,1884,SFO-DC2-R10-C11,Active,2024-07-22T09:31:28Z,SGT55T55TT,HPE,Aruba 6300F,ArubaOS 16.5.5,Security Infrastructure Team,Reserved,2024-07-22T09:31:28Z,High,Core Infrastructure,sfo-dc2-s06.company.com,2023-12-25T00:40:16Z,CHG72459
10.4.201.138,29:27:0F:E3:3F:B4,SFO-DC2-S91,10.4.201.0/24,Switch,3044,SFO-DC2-R1-C9,Planned,2024-07-26T15:05:26Z,SGT22T22TT,HPE,Aruba 2930F,ArubaOS 16.7.0,Security Infrastructure Team,Static,2024-07-26T15:05:26Z,High,Server Farm,sfo-dc2-s91.enterprise.net,2024-03-11T13:20:12Z,CHG38986
10.5.107.2,64:CA:38:8E:FC:57,LON-DC1-S36,10.5.107.0/24,Switch,3824,LON-DC1-R10-C8,Planned,2024-08-10T10:14:34Z,SGV99V99VV,HPE,Aruba 6300F,ArubaOS 16.1.2,Security Infrastructure Team,Reserved,2024-08-10T10:14:34Z,Low,DMZ,lon-dc1-s36.company.com,2024-01-26T17:27:48Z,CHG98832
10.5.165.111,D0:8C:3E:EE:FD:B9,LON-DC1-S55,10.5.165.0/24,Switch,336,LON-DC1-R10-C1,Maintenance,2024-09-08T14:03:06Z,SGX44X44XX,HPE,Aruba 8320,ArubaOS 16.6.3,Global Network Services,Static,2024-09-08T14:03:06Z,Medium,IoT Connectivity,lon-dc1-s55.corp.local,2023-07-18T01:23:32Z,CHG31558
10.2.221.207,0C:AB:80:7E:37:F2,NYC-DC1-S04,10.2.221.0/24,Switch,512,NYC-DC1-R2-C2,Active,2024-12-12T10:25:40Z,SGK88K88KK,HPE,Aruba 6300F,ArubaOS 17.1.7,Global Network Services,DHCP,2024-12-12T10:25:40Z,High,Voice Network,nyc-dc1-s04.company.com,2024-03-01T13:09:33Z,CHG26716
10.6.33.27,1C:1A:96:C3:CD:31,SYD-DC1-S39,10.6.33.0/24,Switch,1392,SYD-DC1-R1-C15,Planned,2024-06-09T22:20:46Z,SGH99H99HH,HPE,Aruba 2930F,ArubaOS 17.9.9,Enterprise Network Team,Static,2024-06-09T22:20:46Z,Low,Management Network,syd-dc1-s39.company.com,2023-06-11T11:30:16Z,CHG11610
10.1.131.91,D7:F6:E3:5F:7C:46,NYC-DC1-S74,10.1.131.0/24,Switch,2121,NYC-DC1-R10-C5,Active,2024-05-04T17:41:44Z,SGS22S22SS,HPE,Aruba 8320,ArubaOS 17.4.5,Security Infrastructure Team,Reserved,2024-05-04T17:41:44Z,High,User Access,nyc-dc1-s74.company.com,2023-10-13T12:15:44Z,CHG55064
10.3.243.178,EF:A9:AB:99:D6:A8,SFO-DC1-S44,10.3.243.0/24,L2 Switch,874,SFO-DC1-R4-C16,Planned,2024-12-29T21:43:24Z,SGD00D00DD,HPE,Aruba 6300F,ArubaOS 16.3.7,Global Network Services,Static,2024-12-29T21:43:24Z,Medium,Core Infrastructure,sfo-dc1-s44.global.org,2023-07-13T03:39:02Z,CHG10881
10.1.72.75,E1:63:B8:16:0F:65,NYC-DC2-S04,10.1.72.0/24,Switch,3453,NYC-DC2-R5-C4,Active,2024-07-08T23:31:40Z,SGJ44J44JJ,HPE,Aruba 6300F,ArubaOS 16.3.0,Security Infrastructure Team,DHCP,2024-07-08T23:31:40Z,Medium,Server Farm,nyc-dc2-s04.company.com,2023-09-11T00:19:41Z,CHG37556
10.3.222.225,21:3C:49:42:61:62,SFO-DC2-S48,10.3.222.0/24,Switch,609,SFO-DC2-R6-C8,Active,2025-03-04T05:51:32Z,SGW99W99WW,HP Corp,Aruba 2930F,ArubaOS 16.8.4,Network Operations Team,Static,2025-03-04T05:51:32Z,Medium,Voice Network,sfo-dc2-s48.global.org,2023-07-22T20:36:10Z,CHG20670
10.7.191.128,ED:5B:A4:BF:F7:FD,SIN-DC1-S22,10.7.191.0/24,Switch,1254,SIN-DC1-R7-C13,Maintenance,2024-07-25T11:48:31Z,SGI99I99II,HP Corp,Aruba 2930F,ArubaOS 17.3.6,Network Operations Team,DHCP,2024-07-25T11:48:31Z,Medium,Server Farm,sin-dc1-s22.company.com,2023-06-23T18:25:00Z,CHG21013
10.7.238.132,AC:DA:E6:EF:DD:D1,SIN-DC1-S30,10.7.238.0/24,Switch,3693,SIN-DC1-R2-C10,Active,2024-09-18T01:21:22Z,SGZ44Z44ZZ,HP Corp,Aruba 5400R,ArubaOS 16.4.1,Network Operations Team,Static,2024-09-18T01:21:22Z,Medium,Core Infrastructure,sin-dc1-s30.company.com,2023-06-17T15:41:12Z,CHG19351
10.7.168.65,9A:8C:61:46:85:04,SIN-DC1-S43,10.7.168.0/24,Switch,2963,SIN-DC1-R4-C16,Maintenance,2024-07-28T17:28:26Z,SGJ66J66JJ,HP Corp,Aruba 5400R,ArubaOS 16.6.3,Enterprise Network Team,Reserved,2024-07-28T17:28:26Z,Medium,Voice Network,sin-dc1-s43.global.org,2024-02-07T04:39:07Z,CHG70476
10.2.213.54,E0:E6:0F:BF:47:41,NYC-DC2-S25,10.2.213.0/24,Switch,2328,NYC-DC2-R10-C20,Decommissioned,2024-09-06T20:31:31Z,SGV88V88VV,HP Corp,Aruba 5400R,ArubaOS 16.2.2,Global Network Services,Static,2024-09-06T20:31:31Z,Medium,User Access,nyc-dc2-s25.global.org,2023-05-27T08:10:50Z,CHG80056
10.6.155.24,57:35:5A:10:FA:0D,SYD-DC1-S43,10.6.155.0/24,Switch,2124,SYD-DC1-R1-C6,Planned,2024-09-21T18:27:20Z,SGG44G44GG,HP Corp,Aruba 6300F,ArubaOS 16.7.0,Global Network Services,DHCP,2024-09-21T18:27:20Z,Low,Server Farm,syd-dc1-s43.corp.local,2023-06-14T14:34:33Z,CHG26926
10.6.66.223,69:9E:DD:F3:51:9E,SYD-DC1-S50,10.6.66.0/24,Switches,3308,SYD-DC1-R4-C17,Planned,2024-12-22T11:57:54Z,SGQ77Q77QQ,HP Corp,Aruba 6300F,ArubaOS 17.1.6,Enterprise Network Team,DHCP,2024-12-22T11:57:54Z,High,Management Network,syd-dc1-s50.global.org,2023-10-29T07:00:06Z,CHG85514
10.2.177.180,98:C8:59:D4:7F:5B,NYC-DC2-S83,10.2.177.0/24,Switch,3615,NYC-DC2-R9-C10,Active,2024-08-15T22:08:50Z,SGO22O22OO,HP Corp,Aruba 2930F,ArubaOS 16.3.2,Security Infrastructure Team,DHCP,2024-08-15T22:08:50Z,High,IoT Connectivity,nyc-dc2-s83.global.org,2024-02-22T11:25:29Z,CHG82459
10.2.209.116,54:81:6A:16:EC:0D,NYC-DC1-S65,10.2.209.0/24,Switch,470,NYC-DC1-R3-C11,Decommissioned,2024-08-06T22:10:56Z,SGU77U77UU,HP Corp,Aruba 8320,ArubaOS 17.0.0,Global Network Services,DHCP,2024-08-06T22:10:56Z,Low,User Access,nyc-dc1-s65.company.com,2023-06-03T15:46:35Z,CHG81883
10.6.82.44,09:33:5A:96:3F:C8,SYD-DC1-S61,10.6.82.0/24,Switch,2765,SYD-DC1-R9-C7,Decommissioned,2025-04-13T06:49:11Z,SGC00C00CC,HP Corp,Aruba 6300F,ArubaOS 16.3.0,Core Network Team,Reserved,2025-04-13T06:49:11Z,Medium,Core Infrastructure,syd-dc1-s61.company.com,2023-10-01T07:11:41Z,CHG50412
10.7.103.238,7F:BF:7A:66:2E:08,SIN-DC1-S99,10.7.103.0/24,Switch,2100,SIN-DC1-R2-C11,Planned,2024-10-10T00:47:09Z,SGA33A33AA,HP Corp,Aruba 2930F,ArubaOS 16.2.0,Enterprise Network Team,Reserved,2024-10-10T00:47:09Z,Low,Server Farm,sin-dc1-s99.corp.local,2023-12-31T04:44:42Z,CHG37147
10.6.54.92,A5:58:07:CD:A1:06,SYD-DC1-S30,10.6.54.0/24,Switch,3144,SYD-DC1-R10-C16,Active,2024-08-26T16:52:13Z,SGG11G11GG,HPE,Aruba 2930F,ArubaOS 16.3.6,Enterprise Network Team,Reserved,2024-08-26T16:52:13Z,Low,IoT Connectivity,syd-dc1-s30.corp.local,2023-08-08T10:37:11Z,CHG22418
10.6.246.18,AB:09:E5:C3:77:06,SYD-DC1-S89,10.6.246.0/24,Switch,564,SYD-DC1-R6-C16,Planned,2024-05-24T20:53:25Z,SGA11A11AA,HPE,Aruba 6300F,ArubaOS 16.9.1,Security Infrastructure Team,Static,2024-05-24T20:53:25Z,High,User Access,syd-dc1-s89.global.org,2023-07-20T23:22:36Z,CHG94153
10.7.162.165,14:D4:93:0C:75:A9,SIN-DC1-S18,10.7.162.0/24,Switch,25,SIN-DC1-R2-C16,Active,2025-01-01T04:21:57Z,SGH00H00HH,HPE,Aruba 5400R,ArubaOS 17.2.7,Security Infrastructure Team,Static,2025-01-01T04:21:57Z,High,Core Infrastructure,sin-dc1-s18.corp.local,2024-04-30T23:43:11Z,CHG36767
10.3.218.186,EF:9F:54:65:7D:D9,SFO-DC1-S31,10.3.218.0/24,Switch,1548,SFO-DC1-R3-C16,Decommissioned,2024-10-03T06:16:30Z,SGT44T44TT,HPE,Aruba 6300F,ArubaOS 17.1.5,Global Network Services,Reserved,2024-10-03T06:16:30Z,Medium,Core Infrastructure,sfo-dc1-s31.global.org,2024-02-21T21:06:18Z,CHG30431
10.6.89.66,C2:ED:9C:E8:91:C0,SYD-DC1-S77,10.6.89.0/24,Switch,1658,SYD-DC1-R7-C13,Planned,2024-11-08T11:02:53Z,SGC77C77CC,HPE,Aruba 2930F,ArubaOS 16.8.5,Global Network Services,DHCP,2024-11-08T11:02:53Z,High,Server Farm,syd-dc1-s77.enterprise.net,2024-01-06T13:22:28Z,CHG87110
10.1.99.196,DF:82:B2:FA:BC:1D,NYC-DC1-S50,10.1.99.0/24,Switch,1866,NYC-DC1-R3-C9,Maintenance,2024-12-22T17:26:11Z,SGN33N33NN,HPE,Aruba 2930F,ArubaOS 16.2.4,Enterprise Network Team,Reserved,2024-12-22T17:26:11Z,High,Management Network,nyc-dc1-s50.corp.local,2023-05-07T09:21:37Z,CHG25300
10.6.96.225,D8:54:DA:81:9A:C3,SYD-DC1-S91,10.6.96.0/24,Switch,1262,SYD-DC1-R1-C6,Decommissioned,2025-01-28T01:36:12Z,SGX11X11XX,HPE,Aruba 5400R,ArubaOS 17.3.6,Core Network Team,Static,2025-01-28T01:36:12Z,Low,Server Farm,syd-dc1-s91.company.com,2024-02-27T02:10:51Z,CHG64767
10.5.191.48,44:65:F9:5D:38:E6,LON-DC1-S22,10.5.191.0/24,Switch,352,LON-DC1-R7-C4,Planned,2024-08-23T10:29:45Z,SGF22F22FF,HPE,Aruba 6300F,ArubaOS 16.2.1,Core Network Team,DHCP,2024-08-23T10:29:45Z,Medium,Server Farm,lon-dc1-s22.company.com,2023-12-16T00:59:15Z,CHG40773
10.2.3.171,15:31:6C:03:C0:88,NYC-DC1-S08,10.2.3.0/24,Switch,2725,NYC-DC1-R7-C13,Active,2024-09-18T21:05:40Z,SGP99P99PP,HPE,Aruba 2930F,ArubaOS 17.5.3,Network Operations Team,DHCP,2024-09-18T21:05:40Z,Low,Server Farm,nyc-dc1-s08.company.com,2023-05-03T19:07:07Z,CHG69889
10.3.143.244,7F:BC:E7:F3:D3:60,SFO-DC1-S78,10.3.143.0/24,Switch,334,SFO-DC1-R6-C14,Decommissioned,2025-03-05T22:36:52Z,SGU55U55UU,HPE,Aruba 8320,ArubaOS 17.6.9,Core Network Team,Reserved,2025-03-05T22:36:52Z,High,Management Network,sfo-dc1-s78.global.org,2023-08-24T17:22:08Z,CHG89583
10.4.44.78,EF:56:E4:3B:F6:7B,SFO-DC1-S17,10.4.44.0/24,L2 Switch,2972,SFO-DC1-R8-C3,Planned,2025-01-02T15:27:52Z,SGK44K44KK,HPE,Aruba 6300F,ArubaOS 16.2.8,Security Infrastructure Team,Reserved,2025-01-02T15:27:52Z,Medium,Management Network,sfo-dc1-s17.company.com,2024-01-07T16:45:25Z,CHG54987
10.6.148.23,39:2D:AE:60:3B:BC,SYD-DC1-S34,10.6.148.0/24,Switch,3160,SYD-DC1-R6-C5,Maintenance,2024-09-02T17:39:21Z,SGK00K00KK,HPE,Aruba 6300F,ArubaOS 16.6.6,Core Network Team,DHCP,2024-09-02T17:39:21Z,Medium,User Access,syd-dc1-s34.company.com,2023-11-27T15:37:16Z,CHG70372
10.5.75.154,91:4A:11:A3:9E:3F,LON-DC1-S64,10.5.75.0/24,Switch,3001,LON-DC1-R4-C2,Maintenance,2025-03-26T22:57:08Z,SGW33W33WW,HPE,Aruba 5400R,ArubaOS 17.2.3,Global Network Services,Reserved,2025-03-26T22:57:08Z,High,Core Infrastructure,lon-dc1-s64.global.org,2023-08-26T18:11:53Z,CHG96409
10.7.242.254,B2:C8:C8:24:90:90,SIN-DC1-S44,10.7.242.0/24,Switch,671,SIN-DC1-R10-C5,Decommissioned,2025-01-10T19:59:54Z,SGW11W11WW,HPE,Aruba 6300F,ArubaOS 16.4.7,Global Network Services,DHCP,2025-01-10T19:59:54Z,Low,User Access,sin-dc1-s44.corp.local,2023-07-23T01:31:53Z,CHG38591
10.1.75.97,DA:56:1C:31:B6:F2,NYC-DC2-S93,10.1.75.0/24,Switch,987,NYC-DC2-R7-C16,Planned,2024-06-16T17:41:14Z,SGB55B55BB,HPE,Aruba 6300F,ArubaOS 17.3.0,Enterprise Network Team,Static,2024-06-16T17:41:14Z,Low,Core Infrastructure,nyc-dc2-s93.global.org,2024-02-27T21:48:42Z,CHG97914
10.6.188.3,3D:3B:2A:3E:FA:73,SYD-DC1-S81,10.6.188.0/24,Switch,2341,SYD-DC1-R3-C4,Planned,2024-08-25T11:18:55Z,SGS77S77SS,HPE,Aruba 8320,ArubaOS 17.7.6,Core Network Team,Reserved,2024-08-25T11:18:55Z,Medium,DMZ,syd-dc1-s81.corp.local,2023-10-07T00:19:18Z,CHG12588
10.7.106.248,3C:5C:5C:02:E4:A0,SIN-DC1-S75,10.7.106.0/24,Switch,1223,SIN-DC1-R6-C18,Maintenance,2024-11-14T04:00:42Z,SGB33B33BB,HPE,Aruba 8320,ArubaOS 16.1.1,Global Network Services,Reserved,2024-11-14T04:00:42Z,High,DMZ,sin-dc1-s75.company.com,2023-08-07T01:02:12Z,CHG49400
10.5.180.156,6B:32:16:79:12:60,LON-DC1-S63,10.5.180.0/24,Switch,305,LON-DC1-R9-C9,Planned,2024-10-12T11:49:57Z,SGJ99J99JJ,HPE,Aruba 6300F,ArubaOS 17.2.9,Global Network Services,Reserved,2024-10-12T11:49:57Z,High,IoT Connectivity,lon-dc1-s63.corp.local,2023-10-04T23:11:28Z,CHG69777
10.6.36.162,89:62:BE:53:D6:4E,SYD-DC1-S69,10.6.36.0/24,Switch,2247,SYD-DC1-R7-C3,Planned,2025-01-22T05:30:58Z,SGZ00Z00ZZ,HPE,Aruba 5400R,ArubaOS 16.8.1,Core Network Team,DHCP,2025-01-22T05:30:58Z,High,Voice Network,syd-dc1-s69.enterprise.net,2024-02-28T18:30:51Z,CHG45815
10.3.193.251,71:C1:35:3F:59:9C,SFO-DC2-S02,10.3.193.0/24,Switch,3877,SFO-DC2-R7-C6,Planned,2024-09-02T02:18:31Z,SGD99D99DD,HPE,Aruba 2930F,ArubaOS 16.0.2,Enterprise Network Team,Reserved,2024-09-02T02:18:31Z,High,IoT Connectivity,sfo-dc2-s02.global.org,2023-11-03T19:02:32Z,CHG87635
10.1.73.97,88:1B:BD:7F:D6:EA,NYC-DC1-S85,10.1.73.0/24,Switch,1666,NYC-DC1-R6-C3,Active,2024-08-28T07:20:21Z,SGO77O77OO,HPE,Aruba 6300F,ArubaOS 16.4.1,Core Network Team,Reserved,2024-08-28T07:20:21Z,Low,Core Infrastructure,nyc-dc1-s85.corp.local,2023-06-07T23:05:45Z,CHG31641
10.2.5.247,D9:45:F5:FE:3F:CF,NYC-DC2-S71,10.2.5.0/24,Switch,2763,NYC-DC2-R9-C8,Maintenance,2024-07-06T01:12:09Z,SGT00T00TT,HPE,Aruba 8320,ArubaOS 16.9.7,Core Network Team,DHCP,2024-07-06T01:12:09Z,High,Server Farm,nyc-dc2-s71.corp.local,2023-11-18T02:15:14Z,CHG56306
10.6.173.234,7F:3C:94:99:F7:96,SYD-DC1-S48,10.6.173.0/24,Switch,2000,SYD-DC1-R1-C12,Active,2025-03-27T01:34:45Z,SGG99G99GG,HPE,Aruba 5400R,ArubaOS 16.7.9,Enterprise Network Team,DHCP,2025-03-27T01:34:45Z,High,Core Infrastructure,syd-dc1-s48.enterprise.net,2023-08-26T11:11:49Z,CHG56385
10.5.220.126,65:2B:4E:D2:3F:F9,LON-DC1-S02,10.5.220.0/24,Switch,747,LON-DC1-R9-C9,Active,2025-04-13T02:12:45Z,SGE44E44EE,HP Corp,Aruba 8320,ArubaOS 17.5.6,Global Network Services,Reserved,2025-04-13T02:12:45Z,Medium,Management Network,lon-dc1-s02.global.org,2023-07-04T10:46:21Z,CHG28333
